Kodak코닥 펀세이버 (funsaver)코닥 일회용카메라 800/27	http://www.the35mm.com/product/detail.html?product_no=12990&cate_no=24&display_group=1	YES
fuji후지 퀵스냅후지 일회용카메라 400/27	http://www.the35mm.com/product/detail.html?product_no=13893&cate_no=24&display_group=1	YES
WeddingStar 일회용카메라웨딩스타 Solid color 200/24 (8 color)	http://www.the35mm.com/product/detail.html?product_no=13655&cate_no=24&display_group=1	YES
